"","species","STATION","STRATUM","YEAR","SEASON","LAT","LON","EST_TOWDATE","DEPTH","SURFTEMP","BOTTEMP","Pos","BIOMASS","PA","X","Y"
"42","menhaden",137,7830,1972,"FALL",30,-81.3,1972-11-10,11,23.5,23.5,4,0.5,1,-81.3,30
"43","menhaden",137,7830,1972,"FALL",30,-81.3,1972-11-10,11,23.5,23.5,4,0.5,1,-81.3,30
"44","menhaden",139,7830,1972,"FALL",30.583333,-81.4,1972-11-10,7,22.3,22.1,1,0,1,-81.4,30.583333
"45","menhaden",156,7740,1972,"FALL",32.316667,-80.35,1972-11-12,7,19.5,19.6,1,0,1,-80.35,32.316667
"46","menhaden",157,7710,1972,"FALL",32.466667,-80.25,1972-11-12,7,19.2,19.3,1,0,1,-80.25,32.466667
"47","menhaden",166,7500,1972,"FALL",35.133333,-75.866667,1972-12-04,9,15.1,NA,2,0,1,-75.866667,35.133333
"48","menhaden",166,7500,1972,"FALL",35.133333,-75.866667,1972-12-04,9,15.1,NA,2,0,1,-75.866667,35.133333
"49","menhaden",172,3420,1972,"FALL",35.6,-75.45,1972-12-05,10,15.2,15.5,2,0,1,-75.45,35.6
"50","menhaden",172,3420,1972,"FALL",35.6,-75.45,1972-12-05,10,15.2,15.5,2,0,1,-75.45,35.6
"51","menhaden",16,3300,1973,"SPRING",37.85,-75.383333,1973-05-10,9,16.8,15,1,0,1,-75.383333,37.85
"52","menhaden",38,1020,1973,"SPRING",40.35,-72.216667,1973-03-25,NA,0,NA,1,0.5,1,-72.216667,40.35
"53","menhaden",39,1060,1973,"SPRING",40.383333,-72.083333,1973-03-25,NA,0,NA,4,1.8,1,-72.083333,40.383333
"54","menhaden",39,1060,1973,"SPRING",40.383333,-72.083333,1973-03-25,NA,0,NA,4,1.8,1,-72.083333,40.383333
"55","menhaden",39,1060,1973,"SPRING",40.383333,-72.083333,1973-03-25,NA,0,NA,4,1.8,1,-72.083333,40.383333
"56","menhaden",97,3390,1973,"FALL",35.916667,-75.583333,1973-10-15,9,21.5,21,1,0,1,-75.583333,35.916667
"57","menhaden",23,7770,1974,"SPRING",31.866667,-80.883333,1974-04-10,8,17.6,18.7,5,0,1,-80.883333,31.866667
"58","menhaden",23,7770,1974,"SPRING",31.866667,-80.883333,1974-04-10,8,17.6,18.7,5,0,1,-80.883333,31.866667
"59","menhaden",34,7620,1974,"SPRING",33.9,-78.233333,1974-04-12,8,17.1,15.9,1,0,1,-78.233333,33.9
"60","menhaden",47,7560,1974,"SPRING",34.65,-76.6,1974-04-14,8,16.7,15.8,1,0,1,-76.6,34.65
"61","menhaden",40,3280,1974,"FALL",38.433333,-75.016667,1974-10-01,14,19.5,19.5,1,0,1,-75.016667,38.433333
"62","menhaden",42,3280,1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.5,20.7,5,0.9,1,-75.083333,38.183333
"63","menhaden",42,3280,1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.5,20.7,5,0.9,1,-75.083333,38.183333
"64","menhaden",42,3280,1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.5,20.7,5,0.9,1,-75.083333,38.183333
"65","menhaden",45,3310,1974,"FALL",37.616667,-75.516667,1974-10-02,13,19.9,19.9,2,0.5,1,-75.516667,37.616667
"66","menhaden",45,3310,1974,"FALL",37.616667,-75.516667,1974-10-02,13,19.9,19.9,2,0.5,1,-75.516667,37.616667
"67","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"68","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"69","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"70","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"71","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"72","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"73","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"74","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"75","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"76","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,19.5,75,5.4,1,-75.966667,36.866667
"77","menhaden",52,3370,1974,"FALL",36.883333,-75.75,1974-10-02,17,21.2,21.3,3,0.5,1,-75.75,36.883333
"78","menhaden",52,3370,1974,"FALL",36.883333,-75.75,1974-10-02,17,21.2,21.3,3,0.5,1,-75.75,36.883333
"79","menhaden",53,3360,1974,"FALL",36.633333,-75.883333,1974-10-02,11,19.6,19,3,0,1,-75.883333,36.633333
"80","menhaden",53,3360,1974,"FALL",36.633333,-75.883333,1974-10-02,11,19.6,19,3,0,1,-75.883333,36.633333
"81","menhaden",53,3360,1974,"FALL",36.633333,-75.883333,1974-10-02,11,19.6,19,3,0,1,-75.883333,36.633333
"82","menhaden",110,3330,1975,"FALL",37.483333,-75.6,1975-10-30,11,17.8,18,1,0,1,-75.6,37.483333
"83","menhaden",139,1610,1975,"FALL",35.516667,-75.133333,1975-11-02,31,18.9,18.6,2,0.9,1,-75.133333,35.516667
"84","menhaden",139,1610,1975,"FALL",35.516667,-75.133333,1975-11-02,31,18.9,18.6,2,0.9,1,-75.133333,35.516667
"85","menhaden",151,3400,1975,"FALL",36.183333,-75.7,1975-11-03,18,18.4,18.4,1,0,1,-75.7,36.183333
"86","menhaden",154,3400,1975,"FALL",36.45,-75.733333,1975-11-03,19,18,18.2,1,0.5,1,-75.733333,36.45
"87","menhaden",172,3250,1975,"FALL",38.733333,-74.966667,1975-11-06,21,16.1,15.9,1,0.5,1,-74.966667,38.733333
"88","menhaden",240,1130,1975,"FALL",40.766667,-67.733333,1975-10-11,66,12.6,11.5,1,0.5,1,-67.733333,40.766667
"89","menhaden",32,1050,1976,"SPRING",40.966667,-71.216667,1976-03-07,51,4.3,5.3,3,0.3,1,-71.216667,40.966667
"90","menhaden",32,1050,1976,"SPRING",40.966667,-71.216667,1976-03-07,51,4.3,5.3,3,0.3,1,-71.216667,40.966667
"91","menhaden",32,1050,1976,"SPRING",40.966667,-71.216667,1976-03-07,51,4.3,5.3,3,0.3,1,-71.216667,40.966667
"92","menhaden",95,1740,1976,"SPRING",38.55,-73.4,1976-03-15,90,9.8,10,1,0.5,1,-73.4,38.55
"93","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"94","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"95","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"96","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"97","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"98","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"99","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"100","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"101","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"102","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"103","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"104","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.4,9.7,22,5.2,1,-75.933333,36.833333
"105","menhaden",155,3300,1976,"SPRING",37.533333,-75.583333,1976-03-22,10,9.5,9.5,1,0,1,-75.583333,37.533333
"106","menhaden",164,3290,1976,"SPRING",38.35,-74.816667,1976-03-23,18,7.2,6.9,1,0.1,1,-74.816667,38.35
"107","menhaden",38,3100,1976,"FALL",40.583333,-73.366667,1976-10-02,13,16.2,15.5,2,0.7,1,-73.366667,40.583333
"108","menhaden",38,3100,1976,"FALL",40.583333,-73.366667,1976-10-02,13,16.2,15.5,2,0.7,1,-73.366667,40.583333
"109","menhaden",79,3180,1976,"FALL",39.55,-74.2,1976-10-06,10,17.5,16.6,1,0.2,1,-74.2,39.55
"110","menhaden",97,3210,1976,"FALL",39,-74.75,1976-10-08,11,16.9,17,2,3,1,-74.75,39
"111","menhaden",97,3210,1976,"FALL",39,-74.75,1976-10-08,11,16.9,17,2,3,1,-74.75,39
"112","menhaden",161,3310,1976,"FALL",37.616667,-75.533333,1976-10-15,13,19,18.5,5,0.5,1,-75.533333,37.616667
"113","menhaden",161,3310,1976,"FALL",37.616667,-75.533333,1976-10-15,13,19,18.5,5,0.5,1,-75.533333,37.616667
"114","menhaden",161,3310,1976,"FALL",37.616667,-75.533333,1976-10-15,13,19,18.5,5,0.5,1,-75.533333,37.616667
"115","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"116","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"117","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"118","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"119","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"120","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"121","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"122","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"123","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"124","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"125","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.6,17.5,31,1.8,1,-75.133333,38.133333
"126","menhaden",168,3280,1976,"FALL",38.266667,-74.966667,1976-10-16,13,18,17.7,2,0,1,-74.966667,38.266667
"127","menhaden",168,3280,1976,"FALL",38.266667,-74.966667,1976-10-16,13,18,17.7,2,0,1,-74.966667,38.266667
"128","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,17.6,7,1,1,-75,38.35
"129","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,17.6,7,1,1,-75,38.35
"130","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,17.6,7,1,1,-75,38.35
"131","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,17.6,7,1,1,-75,38.35
"132","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,16.5,5,0.9,1,-75.033333,38.633333
"133","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,16.5,5,0.9,1,-75.033333,38.633333
"134","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,16.5,5,0.9,1,-75.033333,38.633333
"135","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,16.5,5,0.9,1,-75.033333,38.633333
"136","menhaden",303,1400,1976,"FALL",43.216667,-70.25,1976-11-04,97,9.7,8.2,1,1.5,1,-70.25,43.216667
"137","menhaden",47,3420,1977,"FALL",35.35,-75.483333,1977-09-30,10,23.9,23,1,0.2,1,-75.483333,35.35
"138","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.1,22.2,7,0.5,1,-75.783333,36.3
"139","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.1,22.2,7,0.5,1,-75.783333,36.3
"140","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.1,22.2,7,0.5,1,-75.783333,36.3
"141","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.1,22.2,7,0.5,1,-75.783333,36.3
"142","menhaden",63,3360,1977,"FALL",36.85,-75.933333,1977-10-01,7,22.2,22.1,2,0.3,1,-75.933333,36.85
"143","menhaden",63,3360,1977,"FALL",36.85,-75.933333,1977-10-01,7,22.2,22.1,2,0.3,1,-75.933333,36.85
"144","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,21.9,4,0.6,1,-75.616667,37.483333
"145","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,21.9,4,0.6,1,-75.616667,37.483333
"146","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,21.9,4,0.6,1,-75.616667,37.483333
"147","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,21.9,4,0.6,1,-75.616667,37.483333
"148","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21,21.2,9,1.5,1,-75.2,38.05
"149","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21,21.2,9,1.5,1,-75.2,38.05
"150","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21,21.2,9,1.5,1,-75.2,38.05
"151","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21,21.2,9,1.5,1,-75.2,38.05
"152","menhaden",93,3240,1977,"FALL",38.633333,-75.05,1977-10-04,7,19.3,19.5,1,0.3,1,-75.05,38.633333
"153","menhaden",46,3430,1978,"SPRING",35.233333,-75.433333,1978-03-24,17,16,15.9,3,0.6,1,-75.433333,35.233333
"154","menhaden",46,3430,1978,"SPRING",35.233333,-75.433333,1978-03-24,17,16,15.9,3,0.6,1,-75.433333,35.233333
"155","menhaden",46,3430,1978,"SPRING",35.233333,-75.433333,1978-03-24,17,16,15.9,3,0.6,1,-75.433333,35.233333
"156","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.8,10.9,6,1,1,-75.45,35.433333
"157","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.8,10.9,6,1,1,-75.45,35.433333
"158","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.8,10.9,6,1,1,-75.45,35.433333
"159","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.8,10.9,6,1,1,-75.45,35.433333
"160","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.8,10.9,6,1,1,-75.45,35.433333
"161","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.8,10.9,6,1,1,-75.45,35.433333
"162","menhaden",50,3410,1978,"SPRING",36.116667,-75.483333,1978-03-25,24,6.7,5.7,1,0,1,-75.483333,36.116667
"163","menhaden",51,1610,1978,"SPRING",36.366667,-75.4,1978-03-25,27,7.5,6.7,3,0.4,1,-75.4,36.366667
"164","menhaden",51,1610,1978,"SPRING",36.366667,-75.4,1978-03-25,27,7.5,6.7,3,0.4,1,-75.4,36.366667
"165","menhaden",51,1610,1978,"SPRING",36.366667,-75.4,1978-03-25,27,7.5,6.7,3,0.4,1,-75.4,36.366667
"166","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6.6,6,0.1,1,-75.75,36.35
"167","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6.6,6,0.1,1,-75.75,36.35
"168","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6.6,6,0.1,1,-75.75,36.35
"169","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6.6,6,0.1,1,-75.75,36.35
"170","menhaden",73,1690,1978,"SPRING",37.916667,-74.75,1978-03-27,30,6.6,5.8,1,0.1,1,-74.75,37.916667
"171","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,25.1,18.2,7,0.8,1,-75.733333,36.183333
"172","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,25.1,18.2,7,0.8,1,-75.733333,36.183333
"173","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,25.1,18.2,7,0.8,1,-75.733333,36.183333
"174","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,25.1,18.2,7,0.8,1,-75.733333,36.183333
"175","menhaden",78,3360,1978,"FALL",36.85,-75.95,1978-09-13,7,25.1,24.3,2,0.3,1,-75.95,36.85
"176","menhaden",78,3360,1978,"FALL",36.85,-75.95,1978-09-13,7,25.1,24.3,2,0.3,1,-75.95,36.85
"177","menhaden",91,3300,1978,"FALL",37.766667,-75.5,1978-09-15,7,22,21.9,1,0.3,1,-75.5,37.766667
"178","menhaden",110,3270,1978,"FALL",38.25,-75.1,1978-09-17,11,21.4,20.5,1,0.5,1,-75.1,38.25
"179","menhaden",111,3280,1978,"FALL",38.316667,-75.016667,1978-09-17,15,22.4,20.7,1,0.5,1,-75.016667,38.316667
"180","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,20.6,19,18,3,1,-74.233333,39.516667
"181","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,20.6,19,18,3,1,-74.233333,39.516667
"182","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,20.6,19,18,3,1,-74.233333,39.516667
"183","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,20.6,19,18,3,1,-74.233333,39.516667
"184","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,20.6,19,18,3,1,-74.233333,39.516667
"185","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,20.6,19,18,3,1,-74.233333,39.516667
"186","menhaden",27,7560,1979,"SPRING",34.683333,-76.783333,1979-03-26,9,12,12.1,2,0.2,1,-76.783333,34.683333
"187","menhaden",27,7560,1979,"SPRING",34.683333,-76.783333,1979-03-26,9,12,12.1,2,0.2,1,-76.783333,34.683333
"188","menhaden",28,7570,1979,"SPRING",34.616667,-76.666667,1979-03-26,13,12.3,12.6,1,0.3,1,-76.666667,34.616667
"189","menhaden",43,7530,1979,"SPRING",34.983333,-76.083333,1979-03-27,8,13.5,13.9,2,0.3,1,-76.083333,34.983333
"190","menhaden",43,7530,1979,"SPRING",34.983333,-76.083333,1979-03-27,8,13.5,13.9,2,0.3,1,-76.083333,34.983333
"191","menhaden",47,7500,1979,"SPRING",35.116667,-75.916667,1979-03-27,10,14.3,14.2,7,1,1,-75.916667,35.116667
"192","menhaden",47,7500,1979,"SPRING",35.116667,-75.916667,1979-03-27,10,14.3,14.2,7,1,1,-75.916667,35.116667
"193","menhaden",47,7500,1979,"SPRING",35.116667,-75.916667,1979-03-27,10,14.3,14.2,7,1,1,-75.916667,35.116667
"194","menhaden",48,7510,1979,"SPRING",35.133333,-75.833333,1979-03-27,11,14.8,13.7,1,0,1,-75.833333,35.133333
"195","menhaden",57,3400,1979,"SPRING",36,-75.616667,1979-03-28,17,7.1,6.2,1,0,1,-75.616667,36
"196","menhaden",66,3370,1979,"SPRING",36.9,-75.933333,1979-03-29,13,6.5,5.8,2,0.2,1,-75.933333,36.9
"197","menhaden",66,3370,1979,"SPRING",36.9,-75.933333,1979-03-29,13,6.5,5.8,2,0.2,1,-75.933333,36.9
"198","menhaden",118,3250,1979,"SPRING",38.683333,-75.033333,1979-04-03,10,7.3,6.6,4,1.5,1,-75.033333,38.683333
"199","menhaden",118,3250,1979,"SPRING",38.683333,-75.033333,1979-04-03,10,7.3,6.6,4,1.5,1,-75.033333,38.683333
"200","menhaden",119,3240,1979,"SPRING",33.733333,-75.05,1979-04-03,10,7.5,6.6,1,0.2,1,-75.05,33.733333
"201","menhaden",58,7590,1979,"FALL",34.233333,-77.75,1979-09-19,12,25.1,24.9,2,0.1,1,-77.75,34.233333
"202","menhaden",88,7500,1979,"FALL",35.25,-75.483333,1979-09-21,12,22.6,22.1,3,0.4,1,-75.483333,35.25
"203","menhaden",88,7500,1979,"FALL",35.25,-75.483333,1979-09-21,12,22.6,22.1,3,0.4,1,-75.483333,35.25
"204","menhaden",111,3330,1979,"FALL",37.516667,-75.583333,1979-09-23,11,21,20.8,2,0.3,1,-75.583333,37.516667
"205","menhaden",111,3330,1979,"FALL",37.516667,-75.583333,1979-09-23,11,21,20.8,2,0.3,1,-75.583333,37.516667
"206","menhaden",113,3310,1979,"FALL",37.7,-75.45,1979-09-25,13,19.6,19.7,6,0.4,1,-75.45,37.7
"207","menhaden",113,3310,1979,"FALL",37.7,-75.45,1979-09-25,13,19.6,19.7,6,0.4,1,-75.45,37.7
"208","menhaden",113,3310,1979,"FALL",37.7,-75.45,1979-09-25,13,19.6,19.7,6,0.4,1,-75.45,37.7
"209","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.8,19.9,22,0.8,1,-75.433333,37.783333
"210","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.8,19.9,22,0.8,1,-75.433333,37.783333
