"","CRUISE6","STATION","STRATUM","TOW","SVSPP","CATCHSEX","SVVESSEL","YEAR","SEASON","LAT","LON","EST_TOWDATE","DEPTH","SURFTEMP","SURFSALIN","BOTTEMP","BOTSALIN","ABUNDANCE","BIOMASS","LENGTH","NUMLEN","species"
"32",196307,34,1290,1,0,0,"AL",1963,"FALL",42.533333,-68.016667,1963-11-18,195,8.9,NA,6.9,NA,0,0,0,0,"sample"
"33",196307,35,1290,2,0,0,"AL",1963,"FALL",42.333333,-68.166667,1963-11-18,183,9,NA,6.8,NA,0,0,0,0,"sample"
"34",196307,36,1290,3,0,0,"AL",1963,"FALL",42.333333,-67.833333,1963-11-18,192,9,NA,6.9,NA,0,0,0,0,"sample"
"35",196307,37,1290,4,0,0,"AL",1963,"FALL",42.716667,-67.766667,1963-11-18,192,8.3,NA,6.9,NA,0,0,0,0,"sample"
"36",196307,38,1360,2,0,0,"AL",1963,"FALL",42.983333,-67.85,1963-11-18,191,8.5,NA,6.9,NA,0,0,0,0,"sample"
"37",196307,39,1360,3,0,0,"AL",1963,"FALL",43.116667,-68.083333,1963-11-18,172,9,NA,6.6,NA,0,0,0,0,"sample"
"38",196307,40,1360,4,0,0,"AL",1963,"FALL",43.4,-67.9,1963-11-18,242,8.8,NA,6.4,NA,0,0,0,0,"sample"
"39",196307,41,1380,7,0,0,"AL",1963,"FALL",43.666667,-68.1,1963-11-19,177,7.8,NA,6.9,NA,0,0,0,0,"sample"
"40",196307,42,1390,2,0,0,"AL",1963,"FALL",44.066667,-68.1,1963-11-19,81,8.4,NA,7.8,NA,0,0,0,0,"sample"
"41",196307,43,1360,5,0,0,"AL",1963,"FALL",43.866667,-67.7,1963-11-19,208,7.8,NA,7.3,NA,0,0,0,0,"sample"
"42",196307,44,1340,1,0,0,"AL",1963,"FALL",43.966667,-67.166667,1963-11-19,157,8.6,NA,7.2,NA,0,0,0,0,"sample"
"43",196307,45,1340,2,0,0,"AL",1963,"FALL",43.95,-66.983333,1963-11-19,172,7.3,NA,7.3,NA,0,0,0,0,"sample"
"44",196307,46,1330,1,0,0,"AL",1963,"FALL",43.933333,-66.55,1963-11-19,87,7.4,NA,7.4,NA,0,0,0,0,"sample"
"45",196307,47,1330,2,0,0,"AL",1963,"FALL",43.716667,-66.533333,1963-11-19,84,7.8,NA,7.3,NA,0,0,0,0,"sample"
"46",196307,48,1330,3,0,0,"AL",1963,"FALL",43.666667,-66.45,1963-11-19,77,7.9,NA,7.2,NA,0,0,0,0,"sample"
"47",196307,49,1330,4,0,0,"AL",1963,"FALL",43.466667,-66.516667,1963-11-20,83,7.9,NA,7.3,NA,0,0,0,0,"sample"
"48",196307,50,1340,3,0,0,"AL",1963,"FALL",43.5,-66.683333,1963-11-20,128,7.9,NA,6.7,NA,0,0,0,0,"sample"
"49",196307,51,1340,4,0,0,"AL",1963,"FALL",43.616667,-66.766667,1963-11-20,128,7.3,NA,6.4,NA,0,0,0,0,"sample"
"50",196307,52,1360,6,0,0,"AL",1963,"FALL",43.616667,-67.216667,1963-11-20,210,7.8,NA,7.3,NA,0,0,0,0,"sample"
"51",196307,54,1360,7,0,0,"AL",1963,"FALL",43.233333,-67.133333,1963-11-20,180,8.3,NA,7.3,NA,0,0,0,0,"sample"
"52",196307,55,1340,5,0,0,"AL",1963,"FALL",43.333333,-66.883333,1963-11-20,165,7.9,NA,7,NA,0,0,0,0,"sample"
"53",196307,56,1360,8,0,0,"AL",1963,"FALL",42.933333,-66.733333,1963-11-20,195,8,NA,6.2,NA,0,0,0,0,"sample"
"54",196307,57,1360,9,0,0,"AL",1963,"FALL",42.983333,-66.983333,1963-11-20,206,8.3,NA,6.7,NA,0,0,0,0,"sample"
"55",196307,58,1310,1,0,0,"AL",1963,"FALL",42.733333,-66.85,1963-11-21,172,8.9,NA,6.7,NA,0,0,0,0,"sample"
"56",196307,59,1290,5,0,0,"AL",1963,"FALL",42.5,-66.833333,1963-11-21,261,8.4,NA,6.2,NA,0,0,0,0,"sample"
"57",196307,60,1290,6,0,0,"AL",1963,"FALL",42.583333,-66.55,1963-11-21,183,8.9,NA,6.6,NA,0,0,0,0,"sample"
"58",196307,61,1310,2,0,0,"AL",1963,"FALL",42.783333,-66.433333,1963-11-21,101,8.1,NA,6.4,NA,0,0,0,0,"sample"
"59",196307,62,1310,3,0,0,"AL",1963,"FALL",42.633333,-66.416667,1963-11-21,151,8.4,NA,4.9,NA,0,0,0,0,"sample"
"60",196307,63,1290,7,0,0,"AL",1963,"FALL",42.433333,-66.4,1963-11-21,244,8.9,NA,6.2,NA,0,0,0,0,"sample"
"61",196307,64,1310,4,0,0,"AL",1963,"FALL",42.583333,-66.266667,1963-11-21,183,8.8,NA,5.4,NA,0,0,0,0,"sample"
"62",196307,65,1320,1,0,0,"AL",1963,"FALL",42.683333,-66.033333,1963-11-21,66,8.8,NA,7.2,NA,0,0,0,0,"sample"
"63",196307,66,1320,2,0,0,"AL",1963,"FALL",42.583333,-66,1963-11-21,91,8.8,NA,5.5,NA,0,0,0,0,"sample"
"64",196307,67,1290,8,0,0,"AL",1963,"FALL",42.466667,-65.966667,1963-11-22,188,8.6,NA,5.6,NA,0,0,0,0,"sample"
"65",196307,68,1290,9,0,0,"AL",1963,"FALL",42.266667,-65.916667,1963-11-22,238,8.7,NA,5.7,NA,0,0,0,0,"sample"
"66",196307,69,1310,5,0,0,"AL",1963,"FALL",42.466667,-65.816667,1963-11-22,102,8.4,NA,5.6,NA,0,0,0,0,"sample"
"67",196307,70,1290,10,0,0,"AL",1963,"FALL",42.266667,-65.733333,1963-11-22,186,8.6,NA,6,NA,0,0,0,0,"sample"
"68",196307,71,1320,3,0,0,"AL",1963,"FALL",42.4,-65.633333,1963-11-22,91,8.8,NA,5.8,NA,0,0,0,0,"sample"
"69",196307,72,1320,4,0,0,"AL",1963,"FALL",42.55,-65.55,1963-11-22,91,8.9,NA,6.1,NA,0,0,0,0,"sample"
"70",196307,73,1310,6,0,0,"AL",1963,"FALL",42.8,-65.633333,1963-11-22,128,8.4,NA,4.7,NA,0,0,0,0,"sample"
"71",196307,74,1310,9,0,0,"AL",1963,"FALL",42.966667,-65.3,1963-11-23,156,9.1,NA,5,NA,0,0,0,0,"sample"
"72",196307,75,1320,5,0,0,"AL",1963,"FALL",42.716667,-65.35,1963-11-23,91,8.9,NA,5.6,NA,0,0,0,0,"sample"
"73",196307,76,1320,6,0,0,"AL",1963,"FALL",42.683333,-65.2,1963-11-23,92,8.8,NA,5.2,NA,0,0,0,0,"sample"
"74",196307,77,1310,7,0,0,"AL",1963,"FALL",42.233333,-65.333333,1963-11-23,128,8.7,NA,4.8,NA,0,0,0,0,"sample"
"75",196307,78,1310,8,0,0,"AL",1963,"FALL",42.15,-65.5,1963-11-23,128,8.6,NA,5,NA,0,0,0,0,"sample"
"76",196307,80,1160,1,0,0,"AL",1963,"FALL",41.666667,-66.083333,1963-11-23,91,8.3,NA,5.7,NA,0,0,0,0,"sample"
"77",196307,81,1160,2,0,0,"AL",1963,"FALL",41.966667,-66.016667,1963-11-23,96,9.4,NA,7.3,NA,0,0,0,0,"sample"
"78",196307,82,1160,3,0,0,"AL",1963,"FALL",41.766667,-66.383333,1963-11-24,82,8.6,NA,8.6,NA,0,0,0,0,"sample"
"79",196307,83,1160,4,0,0,"AL",1963,"FALL",41.95,-66.783333,1963-11-24,68,9.4,NA,9.3,NA,0,0,0,0,"sample"
"80",196307,84,1210,1,0,0,"AL",1963,"FALL",42.133333,-66.9,1963-11-24,89,9.4,NA,7.2,NA,0,0,0,0,"sample"
"81",196307,85,1200,2,0,0,"AL",1963,"FALL",42.083333,-67.166667,1963-11-25,49,8.9,NA,8.9,NA,0,0,0,0,"sample"
"82",196307,86,1300,1,0,0,"AL",1963,"FALL",42.283333,-67.233333,1963-11-25,279,9.4,NA,6.9,NA,0,0,0,0,"sample"
"83",196307,87,1210,3,0,0,"AL",1963,"FALL",42.083333,-67.383333,1963-11-25,57,9.2,NA,8.9,NA,0,0,0,0,"sample"
"84",196307,88,1210,4,0,0,"AL",1963,"FALL",42.1,-67.466667,1963-11-25,94,9.3,NA,8.3,NA,0,0,0,0,"sample"
"85",196307,89,1220,1,0,0,"AL",1963,"FALL",42.1,-67.566667,1963-11-25,167,9.1,NA,6.1,NA,0,0,0,0,"sample"
"86",196307,90,1290,11,0,0,"AL",1963,"FALL",42.216667,-67.583333,1963-11-25,220,9.4,NA,6.8,NA,0,0,0,0,"sample"
"87",196307,91,1290,12,0,0,"AL",1963,"FALL",42.1,-67.75,1963-11-26,190,9.1,NA,6.9,NA,0,0,0,0,"sample"
"88",196307,92,1200,1,0,0,"AL",1963,"FALL",41.933333,-67.8,1963-11-26,55,9,NA,9.1,NA,0,0,0,0,"sample"
"89",196307,93,1210,5,0,0,"AL",1963,"FALL",41.916667,-67.9,1963-11-26,73,9,NA,9.2,NA,0,0,0,0,"sample"
"90",196307,94,1290,13,0,0,"AL",1963,"FALL",42.15,-67.95,1963-11-26,227,8.9,NA,6.8,NA,0,0,0,0,"sample"
"91",196307,95,1290,14,0,0,"AL",1963,"FALL",42.016667,-68.083333,1963-11-26,214,9.1,NA,6.9,NA,0,0,0,0,"sample"
"92",196307,96,1220,2,0,0,"AL",1963,"FALL",41.883333,-68.1,1963-11-26,183,9.2,NA,6.3,NA,0,0,0,0,"sample"
"93",196307,97,1210,6,0,0,"AL",1963,"FALL",41.816667,-68.166667,1963-11-26,91,8.9,NA,7.5,NA,0,0,0,0,"sample"
"94",196307,98,1200,3,0,0,"AL",1963,"FALL",41.75,-68.15,1963-11-26,51,8.9,NA,8.9,NA,0,0,0,0,"sample"
"95",196307,99,1210,2,0,0,"AL",1963,"FALL",41.766667,-68.233333,1963-11-26,82,9.2,NA,8.9,NA,0,0,0,0,"sample"
"96",196307,100,1290,15,0,0,"AL",1963,"FALL",41.75,-68.333333,1963-11-26,215,9.1,NA,7.2,NA,0,0,0,0,"sample"
"97",196307,101,1240,1,0,0,"AL",1963,"FALL",41.833333,-68.533333,1963-11-26,183,9.1,NA,6.9,NA,0,0,0,0,"sample"
"98",196307,102,1240,2,0,0,"AL",1963,"FALL",42,-68.4,1963-11-26,183,8.9,NA,6.1,NA,0,0,0,0,"sample"
"99",196307,103,1250,1,0,0,"AL",1963,"FALL",41.45,-69.483333,1963-12-02,48,8.7,NA,9,NA,0,0,0,0,"sample"
"100",196307,104,1250,2,0,0,"AL",1963,"FALL",41.616667,-69.65,1963-12-03,49,8,NA,7.8,NA,0,0,0,0,"sample"
"101",196307,105,1230,1,0,0,"AL",1963,"FALL",41.816667,-69.783333,1963-12-03,107,8.1,NA,6.8,NA,0,0,0,0,"sample"
"102",196307,106,1240,3,0,0,"AL",1963,"FALL",41.916667,-69.65,1963-12-03,160,8.4,NA,6.2,NA,0,0,0,0,"sample"
"103",196307,107,1240,4,0,0,"AL",1963,"FALL",42.1,-69.083333,1963-12-03,174,7.8,NA,6.1,NA,0,0,0,0,"sample"
"104",196307,108,1240,5,0,0,"AL",1963,"FALL",42.066667,-68.716667,1963-12-03,161,7.7,NA,6.2,NA,0,0,0,0,"sample"
"105",196307,109,1240,6,0,0,"AL",1963,"FALL",41.833333,-68.566667,1963-12-04,174,8.5,NA,6.4,NA,0,0,0,0,"sample"
"106",196307,110,1240,7,0,0,"AL",1963,"FALL",41.65,-68.683333,1963-12-04,145,8.5,NA,6.1,NA,0,0,0,0,"sample"
"107",196307,111,1240,8,0,0,"AL",1963,"FALL",41.816667,-68.833333,1963-12-04,163,7.3,NA,5.3,NA,0,0,0,0,"sample"
"108",196307,112,1240,9,0,0,"AL",1963,"FALL",41.7,-69.3,1963-12-04,183,6.7,NA,4.7,NA,0,0,0,0,"sample"
"109",196307,113,1240,10,0,0,"AL",1963,"FALL",41.483333,-69.033333,1963-12-04,150,8.4,NA,6,NA,0,0,0,0,"sample"
"110",196307,114,1240,11,0,0,"AL",1963,"FALL",41.35,-68.85,1963-12-04,121,8.2,NA,6.7,NA,0,0,0,0,"sample"
"111",196307,115,1230,2,0,0,"AL",1963,"FALL",41.35,-68.516667,1963-12-04,66,8.3,NA,8.4,NA,0,0,0,0,"sample"
"112",196307,116,1190,1,0,0,"AL",1963,"FALL",41.2,-67.85,1963-12-04,39,10.6,NA,10.6,NA,0,0,0,0,"sample"
"113",196307,117,1190,2,0,0,"AL",1963,"FALL",41.133333,-67.583333,1963-12-04,55,10.6,NA,10.6,NA,0,0,0,0,"sample"
"114",196307,118,1190,3,0,0,"AL",1963,"FALL",41.25,-67.266667,1963-12-05,53,10.6,NA,10.6,NA,0,0,0,0,"sample"
"115",196307,119,1190,4,0,0,"AL",1963,"FALL",41.433333,-67.15,1963-12-05,54,9.8,NA,9.9,NA,0,0,0,0,"sample"
"116",196307,120,1160,5,0,0,"AL",1963,"FALL",41.483333,-66.616667,1963-12-05,85,8.4,NA,8.3,NA,0,0,0,0,"sample"
"117",196307,121,1170,1,0,0,"AL",1963,"FALL",41.466667,-66.116667,1963-12-05,122,7.7,NA,6.2,NA,0,0,0,0,"sample"
"118",196307,122,1170,2,0,0,"AL",1963,"FALL",41.433333,-66,1963-12-05,174,6.8,NA,4.8,NA,0,0,0,0,"sample"
"119",196307,123,1170,3,0,0,"AL",1963,"FALL",41.3,-66.216667,1963-12-05,137,7.6,NA,5.6,NA,0,0,0,0,"sample"
"120",196307,124,1170,4,0,0,"AL",1963,"FALL",41.183333,-66.316667,1963-12-05,137,7.8,NA,6,NA,0,0,0,0,"sample"
"121",196307,125,1160,6,0,0,"AL",1963,"FALL",41.283333,-66.6,1963-12-05,88,7.8,NA,8,NA,0,0,0,0,"sample"
"122",196307,126,1160,7,0,0,"AL",1963,"FALL",41,-66.7,1963-12-05,85,6.9,NA,6.8,NA,0,0,0,0,"sample"
"123",196307,127,1180,1,0,0,"AL",1963,"FALL",40.883333,-66.566667,1963-12-05,274,6.6,NA,3.5,NA,0,0,0,0,"sample"
"124",196307,128,1170,5,0,0,"AL",1963,"FALL",40.783333,-66.8,1963-12-06,137,7.2,NA,6.2,NA,0,0,0,0,"sample"
"125",196307,129,1130,1,0,0,"AL",1963,"FALL",40.783333,-67.233333,1963-12-06,91,7.5,NA,7.1,NA,0,0,0,0,"sample"
"126",196307,130,1140,1,0,0,"AL",1963,"FALL",40.6,-67.183333,1963-12-06,119,7.7,NA,5.9,NA,0,0,0,0,"sample"
"127",196307,131,1150,1,0,0,"AL",1963,"FALL",40.516667,-67.15,1963-12-06,221,7.8,NA,5.3,NA,0,0,0,0,"sample"
"128",196307,132,1140,2,0,0,"AL",1963,"FALL",40.416667,-67.5,1963-12-07,181,8.2,NA,8.7,NA,0,0,0,0,"sample"
"129",196307,133,1140,3,0,0,"AL",1963,"FALL",40.366667,-67.733333,1963-12-07,164,9.8,NA,8.6,NA,0,0,0,0,"sample"
"130",196307,134,1140,4,0,0,"AL",1963,"FALL",40.433333,-67.833333,1963-12-07,131,7.7,NA,8.5,NA,0,0,0,0,"sample"
"131",196307,135,1130,2,0,0,"AL",1963,"FALL",40.616667,-67.883333,1963-12-07,91,7.5,NA,7.2,NA,0,0,0,0,"sample"
"132",196307,136,1130,3,0,0,"AL",1963,"FALL",40.85,-67.95,1963-12-07,60,9.9,NA,9.9,NA,0,0,0,0,"sample"
"133",196307,137,1200,4,0,0,"AL",1963,"FALL",41.116667,-68.566667,1963-12-07,50,10,NA,10.3,NA,0,0,0,0,"sample"
"134",196307,138,1230,3,0,0,"AL",1963,"FALL",41.1,-69.166667,1963-12-07,70,8.1,NA,8.1,NA,0,0,0,0,"sample"
"135",196307,139,1100,5,0,0,"AL",1963,"FALL",40.966667,-69,1963-12-07,78,9,NA,9.2,NA,0,0,0,0,"sample"
"136",196307,140,1130,4,0,0,"AL",1963,"FALL",40.866667,-68.8,1963-12-07,69,10.1,NA,10.1,NA,0,0,0,0,"sample"
"137",196307,141,1100,2,0,0,"AL",1963,"FALL",40.633333,-69.016667,1963-12-07,66,9.9,NA,9.9,NA,0,0,0,0,"sample"
"138",196307,142,1130,5,0,0,"AL",1963,"FALL",40.6,-68.55,1963-12-08,66,9.3,NA,9.1,NA,0,0,0,0,"sample"
"139",196307,143,1140,5,0,0,"AL",1963,"FALL",40.416667,-68.316667,1963-12-08,115,8.1,NA,7.9,NA,0,0,0,0,"sample"
"140",196307,144,1140,6,0,0,"AL",1963,"FALL",40.15,-68.6,1963-12-08,174,8.9,NA,10.9,NA,0,0,0,0,"sample"
"141",196307,145,1100,3,0,0,"AL",1963,"FALL",40.316667,-68.9,1963-12-08,91,8.8,NA,9.6,NA,0,0,0,0,"sample"
"142",196307,146,1110,1,0,0,"AL",1963,"FALL",40.033333,-69.233333,1963-12-08,160,9.3,NA,12.1,NA,0,0,0,0,"sample"
"143",196307,147,1100,4,0,0,"AL",1963,"FALL",40.35,-69.416667,1963-12-08,73,9.1,NA,10.9,NA,0,0,0,0,"sample"
"144",196307,148,1090,1,0,0,"AL",1963,"FALL",40.75,-69.616667,1963-12-08,40,8.9,NA,8.9,NA,0,0,0,0,"sample"
"145",196307,149,1090,2,0,0,"AL",1963,"FALL",40.866667,-69.783333,1963-12-08,33,8.4,NA,8.5,NA,0,0,0,0,"sample"
"146",196307,150,1090,3,0,0,"AL",1963,"FALL",40.7,-69.983333,1963-12-09,43,10.5,NA,8.8,NA,0,0,0,0,"sample"
"147",196307,151,1090,4,0,0,"AL",1963,"FALL",40.733333,-70.35,1963-12-09,47,10.7,NA,11,NA,0,0,0,0,"sample"
"148",196307,152,1100,1,0,0,"AL",1963,"FALL",40.433333,-70.333333,1963-12-09,78,11,NA,11.9,NA,0,0,0,0,"sample"
"149",196307,153,1110,2,0,0,"AL",1963,"FALL",40.1,-70.283333,1963-12-09,128,11.1,NA,13.2,NA,0,0,0,0,"sample"
"150",196307,154,1050,1,0,0,"AL",1963,"FALL",41.05,-71.6,1963-12-10,45,10.3,NA,11.4,NA,0,0,0,0,"sample"
"151",196307,155,1050,2,0,0,"AL",1963,"FALL",40.883333,-72.133333,1963-12-10,27,9.4,NA,9.3,NA,0,0,0,0,"sample"
"152",196307,156,1050,3,0,0,"AL",1963,"FALL",40.616667,-72.216667,1963-12-10,47,8.2,NA,8.1,NA,0,0,0,0,"sample"
"153",196307,157,1010,1,0,0,"AL",1963,"FALL",40.733333,-72.65,1963-12-10,28,8.2,NA,8.1,NA,0,0,0,0,"sample"
"154",196307,158,1010,2,0,0,"AL",1963,"FALL",40.35,-72.716667,1963-12-11,51,9.5,NA,9.5,NA,0,0,0,0,"sample"
"155",196307,159,1020,1,0,0,"AL",1963,"FALL",39.916667,-72.916667,1963-12-11,53,10.6,NA,10.6,NA,0,0,0,0,"sample"
"156",196307,160,1020,2,0,0,"AL",1963,"FALL",39.916667,-73.116667,1963-12-11,73,10.1,NA,10.6,NA,0,0,0,0,"sample"
"157",196307,161,1010,4,0,0,"AL",1963,"FALL",39.75,-73.833333,1963-12-11,23,8.4,NA,8.4,NA,0,0,0,0,"sample"
"158",196307,162,1010,5,0,0,"AL",1963,"FALL",39.683333,-73.666667,1963-12-11,32,9.4,NA,9.4,NA,0,0,0,0,"sample"
"159",196307,163,1010,3,0,0,"AL",1963,"FALL",39.6,-73.216667,1963-12-11,40,10.6,NA,10.6,NA,0,0,0,0,"sample"
"160",196307,164,1020,3,0,0,"AL",1963,"FALL",39.466667,-72.75,1963-12-11,74,10.4,NA,11.1,NA,0,0,0,0,"sample"
"161",196307,165,1020,4,0,0,"AL",1963,"FALL",39.55,-72.583333,1963-12-11,85,10.9,NA,11.4,NA,0,0,0,0,"sample"
"162",196307,166,1030,1,0,0,"AL",1963,"FALL",39.45,-72.416667,1963-12-11,129,12.1,NA,11.7,NA,0,0,0,0,"sample"
"163",196307,167,1030,2,0,0,"AL",1963,"FALL",39.366667,-72.283333,1963-12-12,183,11.9,NA,10.8,NA,0,0,0,0,"sample"
"164",196307,168,1030,3,0,0,"AL",1963,"FALL",39.566667,-72.166667,1963-12-12,150,11.7,NA,11.2,NA,0,0,0,0,"sample"
"165",196307,169,1030,4,0,0,"AL",1963,"FALL",39.733333,-72.05,1963-12-12,128,11.4,NA,11.7,NA,0,0,0,0,"sample"
"166",196307,171,1040,2,0,0,"AL",1963,"FALL",39.85,-71.8,1963-12-12,192,12.5,NA,11.3,NA,0,0,0,0,"sample"
"167",196307,172,1030,5,0,0,"AL",1963,"FALL",39.866667,-71.966667,1963-12-12,116,11.4,NA,13.2,NA,0,0,0,0,"sample"
"168",196307,173,1020,5,0,0,"AL",1963,"FALL",39.983333,-72.033333,1963-12-12,83,11.3,NA,13.9,NA,0,0,0,0,"sample"
"169",196307,174,1080,1,0,0,"AL",1963,"FALL",39.916667,-71.4,1963-12-12,320,11.2,NA,NA,NA,0,0,0,0,"sample"
"170",196307,175,1080,2,0,0,"AL",1963,"FALL",39.95,-71.416667,1963-12-12,188,10.1,NA,11.4,NA,0,0,0,0,"sample"
"171",196307,176,1070,1,0,0,"AL",1963,"FALL",39.983333,-71.45,1963-12-13,121,11.2,NA,13.2,NA,0,0,0,0,"sample"
"172",196307,177,1060,1,0,0,"AL",1963,"FALL",40.15,-71.633333,1963-12-13,77,9.1,NA,13.3,NA,0,0,0,0,"sample"
"173",196307,178,1060,2,0,0,"AL",1963,"FALL",40.4,-71.266667,1963-12-13,77,9.9,NA,13.7,NA,0,0,0,0,"sample"
"174",196307,179,1060,3,0,0,"AL",1963,"FALL",40.25,-71.866667,1963-12-13,71,10.7,NA,13.1,NA,0,0,0,0,"sample"
"175",196307,180,1060,4,0,0,"AL",1963,"FALL",40.5,-71.566667,1963-12-13,75,11.4,NA,14.4,NA,0,0,0,0,"sample"
"176",196307,181,1060,5,0,0,"AL",1963,"FALL",40.666667,-71.55,1963-12-13,66,11.1,NA,13.3,NA,0,0,0,0,"sample"
"177",196307,182,1050,4,0,0,"AL",1963,"FALL",40.966667,-70.966667,1963-12-14,50,10.6,NA,10.6,NA,0,0,0,0,"sample"
"178",196307,183,1060,6,0,0,"AL",1963,"FALL",40.5,-70.833333,1963-12-14,75,9.8,NA,14.4,NA,0,0,0,0,"sample"
"179",196307,184,1060,7,0,0,"AL",1963,"FALL",40.35,-70.866667,1963-12-14,91,9.5,NA,13.5,NA,0,0,0,0,"sample"
"180",196307,185,1070,2,0,0,"AL",1963,"FALL",40.25,-70.883333,1963-12-15,139,9.2,NA,13.4,NA,0,0,0,0,"sample"
"181",196307,186,1070,3,0,0,"AL",1963,"FALL",40.133333,-70.916667,1963-12-15,141,9.2,NA,13,NA,0,0,0,0,"sample"
"182",196307,187,1070,4,0,0,"AL",1963,"FALL",40.05,-70.933333,1963-12-15,193,9.8,NA,10.1,NA,0,0,0,0,"sample"
