"","species","STATION","STRATUM","YEAR","SEASON","LAT","LON","EST_TOWDATE","DEPTH","BOTTEMP","ABUNDANCE","BIOMASS"
"50","menhaden",172,3420,1972,"FALL",35.6,-75.45,1972-12-05,10,15.5,2,0
"51","menhaden",16,3300,1973,"SPRING",37.85,-75.383333,1973-05-10,9,15,1,0
"52","menhaden",38,1020,1973,"SPRING",40.35,-72.216667,1973-03-25,NA,NA,1,0.5
"53","menhaden",39,1060,1973,"SPRING",40.383333,-72.083333,1973-03-25,NA,NA,4,1.8
"54","menhaden",39,1060,1973,"SPRING",40.383333,-72.083333,1973-03-25,NA,NA,4,1.8
"55","menhaden",39,1060,1973,"SPRING",40.383333,-72.083333,1973-03-25,NA,NA,4,1.8
"56","menhaden",97,3390,1973,"FALL",35.916667,-75.583333,1973-10-15,9,21,1,0
"57","menhaden",23,7770,1974,"SPRING",31.866667,-80.883333,1974-04-10,8,18.7,5,0
"58","menhaden",23,7770,1974,"SPRING",31.866667,-80.883333,1974-04-10,8,18.7,5,0
"59","menhaden",34,7620,1974,"SPRING",33.9,-78.233333,1974-04-12,8,15.9,1,0
"60","menhaden",47,7560,1974,"SPRING",34.65,-76.6,1974-04-14,8,15.8,1,0
"61","menhaden",40,3280,1974,"FALL",38.433333,-75.016667,1974-10-01,14,19.5,1,0
"62","menhaden",42,3280,1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.7,5,0.9
"63","menhaden",42,3280,1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.7,5,0.9
"64","menhaden",42,3280,1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.7,5,0.9
"65","menhaden",45,3310,1974,"FALL",37.616667,-75.516667,1974-10-02,13,19.9,2,0.5
"66","menhaden",45,3310,1974,"FALL",37.616667,-75.516667,1974-10-02,13,19.9,2,0.5
"67","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"68","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"69","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"70","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"71","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"72","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"73","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"74","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"75","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"76","menhaden",51,3360,1974,"FALL",36.866667,-75.966667,1974-10-02,7,19.5,75,5.4
"77","menhaden",52,3370,1974,"FALL",36.883333,-75.75,1974-10-02,17,21.3,3,0.5
"78","menhaden",52,3370,1974,"FALL",36.883333,-75.75,1974-10-02,17,21.3,3,0.5
"79","menhaden",53,3360,1974,"FALL",36.633333,-75.883333,1974-10-02,11,19,3,0
"80","menhaden",53,3360,1974,"FALL",36.633333,-75.883333,1974-10-02,11,19,3,0
"81","menhaden",53,3360,1974,"FALL",36.633333,-75.883333,1974-10-02,11,19,3,0
"82","menhaden",110,3330,1975,"FALL",37.483333,-75.6,1975-10-30,11,18,1,0
"83","menhaden",139,1610,1975,"FALL",35.516667,-75.133333,1975-11-02,31,18.6,2,0.9
"84","menhaden",139,1610,1975,"FALL",35.516667,-75.133333,1975-11-02,31,18.6,2,0.9
"85","menhaden",151,3400,1975,"FALL",36.183333,-75.7,1975-11-03,18,18.4,1,0
"86","menhaden",154,3400,1975,"FALL",36.45,-75.733333,1975-11-03,19,18.2,1,0.5
"87","menhaden",172,3250,1975,"FALL",38.733333,-74.966667,1975-11-06,21,15.9,1,0.5
"88","menhaden",240,1130,1975,"FALL",40.766667,-67.733333,1975-10-11,66,11.5,1,0.5
"89","menhaden",32,1050,1976,"SPRING",40.966667,-71.216667,1976-03-07,51,5.3,3,0.3
"90","menhaden",32,1050,1976,"SPRING",40.966667,-71.216667,1976-03-07,51,5.3,3,0.3
"91","menhaden",32,1050,1976,"SPRING",40.966667,-71.216667,1976-03-07,51,5.3,3,0.3
"92","menhaden",95,1740,1976,"SPRING",38.55,-73.4,1976-03-15,90,10,1,0.5
"93","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"94","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"95","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"96","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"97","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"98","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"99","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"100","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"101","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"102","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"103","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"104","menhaden",147,3360,1976,"SPRING",36.833333,-75.933333,1976-03-22,8,9.7,22,5.2
"105","menhaden",155,3300,1976,"SPRING",37.533333,-75.583333,1976-03-22,10,9.5,1,0
"106","menhaden",164,3290,1976,"SPRING",38.35,-74.816667,1976-03-23,18,6.9,1,0.1
"107","menhaden",38,3100,1976,"FALL",40.583333,-73.366667,1976-10-02,13,15.5,2,0.7
"108","menhaden",38,3100,1976,"FALL",40.583333,-73.366667,1976-10-02,13,15.5,2,0.7
"109","menhaden",79,3180,1976,"FALL",39.55,-74.2,1976-10-06,10,16.6,1,0.2
"110","menhaden",97,3210,1976,"FALL",39,-74.75,1976-10-08,11,17,2,3
"111","menhaden",97,3210,1976,"FALL",39,-74.75,1976-10-08,11,17,2,3
"112","menhaden",161,3310,1976,"FALL",37.616667,-75.533333,1976-10-15,13,18.5,5,0.5
"113","menhaden",161,3310,1976,"FALL",37.616667,-75.533333,1976-10-15,13,18.5,5,0.5
"114","menhaden",161,3310,1976,"FALL",37.616667,-75.533333,1976-10-15,13,18.5,5,0.5
"115","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"116","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"117","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"118","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"119","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"120","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"121","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"122","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"123","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"124","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"125","menhaden",167,3270,1976,"FALL",38.133333,-75.133333,1976-10-16,10,17.5,31,1.8
"126","menhaden",168,3280,1976,"FALL",38.266667,-74.966667,1976-10-16,13,17.7,2,0
"127","menhaden",168,3280,1976,"FALL",38.266667,-74.966667,1976-10-16,13,17.7,2,0
"128","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,7,1
"129","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,7,1
"130","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,7,1
"131","menhaden",169,3280,1976,"FALL",38.35,-75,1976-10-16,12,17.6,7,1
"132","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,5,0.9
"133","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,5,0.9
"134","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,5,0.9
"135","menhaden",172,3240,1976,"FALL",38.633333,-75.033333,1976-10-16,11,16.5,5,0.9
"136","menhaden",303,1400,1976,"FALL",43.216667,-70.25,1976-11-04,97,8.2,1,1.5
"137","menhaden",47,3420,1977,"FALL",35.35,-75.483333,1977-09-30,10,23,1,0.2
"138","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.2,7,0.5
"139","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.2,7,0.5
"140","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.2,7,0.5
"141","menhaden",54,3390,1977,"FALL",36.3,-75.783333,1977-10-01,10,22.2,7,0.5
"142","menhaden",63,3360,1977,"FALL",36.85,-75.933333,1977-10-01,7,22.1,2,0.3
"143","menhaden",63,3360,1977,"FALL",36.85,-75.933333,1977-10-01,7,22.1,2,0.3
"144","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,4,0.6
"145","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,4,0.6
"146","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,4,0.6
"147","menhaden",69,3330,1977,"FALL",37.483333,-75.616667,1977-10-02,8,21.9,4,0.6
"148","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21.2,9,1.5
"149","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21.2,9,1.5
"150","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21.2,9,1.5
"151","menhaden",81,3270,1977,"FALL",38.05,-75.2,1977-10-03,8,21.2,9,1.5
"152","menhaden",93,3240,1977,"FALL",38.633333,-75.05,1977-10-04,7,19.5,1,0.3
"153","menhaden",46,3430,1978,"SPRING",35.233333,-75.433333,1978-03-24,17,15.9,3,0.6
"154","menhaden",46,3430,1978,"SPRING",35.233333,-75.433333,1978-03-24,17,15.9,3,0.6
"155","menhaden",46,3430,1978,"SPRING",35.233333,-75.433333,1978-03-24,17,15.9,3,0.6
"156","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.9,6,1
"157","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.9,6,1
"158","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.9,6,1
"159","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.9,6,1
"160","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.9,6,1
"161","menhaden",47,3420,1978,"SPRING",35.433333,-75.45,1978-03-25,11,10.9,6,1
"162","menhaden",50,3410,1978,"SPRING",36.116667,-75.483333,1978-03-25,24,5.7,1,0
"163","menhaden",51,1610,1978,"SPRING",36.366667,-75.4,1978-03-25,27,6.7,3,0.4
"164","menhaden",51,1610,1978,"SPRING",36.366667,-75.4,1978-03-25,27,6.7,3,0.4
"165","menhaden",51,1610,1978,"SPRING",36.366667,-75.4,1978-03-25,27,6.7,3,0.4
"166","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6,0.1
"167","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6,0.1
"168","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6,0.1
"169","menhaden",52,3400,1978,"SPRING",36.35,-75.75,1978-03-25,10,6.6,6,0.1
"170","menhaden",73,1690,1978,"SPRING",37.916667,-74.75,1978-03-27,30,5.8,1,0.1
"171","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,18.2,7,0.8
"172","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,18.2,7,0.8
"173","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,18.2,7,0.8
"174","menhaden",69,3390,1978,"FALL",36.183333,-75.733333,1978-09-12,12,18.2,7,0.8
"175","menhaden",78,3360,1978,"FALL",36.85,-75.95,1978-09-13,7,24.3,2,0.3
"176","menhaden",78,3360,1978,"FALL",36.85,-75.95,1978-09-13,7,24.3,2,0.3
"177","menhaden",91,3300,1978,"FALL",37.766667,-75.5,1978-09-15,7,21.9,1,0.3
"178","menhaden",110,3270,1978,"FALL",38.25,-75.1,1978-09-17,11,20.5,1,0.5
"179","menhaden",111,3280,1978,"FALL",38.316667,-75.016667,1978-09-17,15,20.7,1,0.5
"180","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,19,18,3
"181","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,19,18,3
"182","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,19,18,3
"183","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,19,18,3
"184","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,19,18,3
"185","menhaden",127,3190,1978,"FALL",39.516667,-74.233333,1978-09-18,12,19,18,3
"186","menhaden",27,7560,1979,"SPRING",34.683333,-76.783333,1979-03-26,9,12.1,2,0.2
"187","menhaden",27,7560,1979,"SPRING",34.683333,-76.783333,1979-03-26,9,12.1,2,0.2
"188","menhaden",28,7570,1979,"SPRING",34.616667,-76.666667,1979-03-26,13,12.6,1,0.3
"189","menhaden",43,7530,1979,"SPRING",34.983333,-76.083333,1979-03-27,8,13.9,2,0.3
"190","menhaden",43,7530,1979,"SPRING",34.983333,-76.083333,1979-03-27,8,13.9,2,0.3
"191","menhaden",47,7500,1979,"SPRING",35.116667,-75.916667,1979-03-27,10,14.2,7,1
"192","menhaden",47,7500,1979,"SPRING",35.116667,-75.916667,1979-03-27,10,14.2,7,1
"193","menhaden",47,7500,1979,"SPRING",35.116667,-75.916667,1979-03-27,10,14.2,7,1
"194","menhaden",48,7510,1979,"SPRING",35.133333,-75.833333,1979-03-27,11,13.7,1,0
"195","menhaden",57,3400,1979,"SPRING",36,-75.616667,1979-03-28,17,6.2,1,0
"196","menhaden",66,3370,1979,"SPRING",36.9,-75.933333,1979-03-29,13,5.8,2,0.2
"197","menhaden",66,3370,1979,"SPRING",36.9,-75.933333,1979-03-29,13,5.8,2,0.2
"198","menhaden",118,3250,1979,"SPRING",38.683333,-75.033333,1979-04-03,10,6.6,4,1.5
"199","menhaden",118,3250,1979,"SPRING",38.683333,-75.033333,1979-04-03,10,6.6,4,1.5
"200","menhaden",119,3240,1979,"SPRING",33.733333,-75.05,1979-04-03,10,6.6,1,0.2
"201","menhaden",58,7590,1979,"FALL",34.233333,-77.75,1979-09-19,12,24.9,2,0.1
"202","menhaden",88,7500,1979,"FALL",35.25,-75.483333,1979-09-21,12,22.1,3,0.4
"203","menhaden",88,7500,1979,"FALL",35.25,-75.483333,1979-09-21,12,22.1,3,0.4
"204","menhaden",111,3330,1979,"FALL",37.516667,-75.583333,1979-09-23,11,20.8,2,0.3
"205","menhaden",111,3330,1979,"FALL",37.516667,-75.583333,1979-09-23,11,20.8,2,0.3
"206","menhaden",113,3310,1979,"FALL",37.7,-75.45,1979-09-25,13,19.7,6,0.4
"207","menhaden",113,3310,1979,"FALL",37.7,-75.45,1979-09-25,13,19.7,6,0.4
"208","menhaden",113,3310,1979,"FALL",37.7,-75.45,1979-09-25,13,19.7,6,0.4
"209","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.9,22,0.8
"210","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.9,22,0.8
"211","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.9,22,0.8
"212","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.9,22,0.8
"213","menhaden",114,3310,1979,"FALL",37.783333,-75.433333,1979-09-25,11,19.9,22,0.8
"214","menhaden",119,3270,1979,"FALL",38,-75.233333,1979-09-26,10,19.3,1,0.2
"215","menhaden",298,1190,1979,"FALL",41.266667,-67.716667,1979-10-22,39,14.8,1,0
"216","menhaden",613,3650,1979,"FALL",42.566667,-70.616667,1979-11-07,38,8.5,3,0.5
"217","menhaden",613,3650,1979,"FALL",42.566667,-70.616667,1979-11-07,38,8.5,3,0.5
"218","menhaden",34,7590,1980,"SPRING",34.616667,-77.1,1980-03-21,13,11.4,3,0.3
"219","menhaden",34,7590,1980,"SPRING",34.616667,-77.1,1980-03-21,13,11.4,3,0.3
"220","menhaden",34,7590,1980,"SPRING",34.616667,-77.1,1980-03-21,13,11.4,3,0.3
"221","menhaden",35,7610,1980,"SPRING",34.383333,-77.066667,1980-03-21,21,11.2,1,0
"222","menhaden",41,7630,1980,"SPRING",33.933333,-77.816667,1980-03-22,12,10.5,1,0.1
"223","menhaden",49,7620,1980,"SPRING",33.783333,-77.983333,1980-03-23,12,10.8,6,1.2
"224","menhaden",49,7620,1980,"SPRING",33.783333,-77.983333,1980-03-23,12,10.8,6,1.2
"225","menhaden",49,7620,1980,"SPRING",33.783333,-77.983333,1980-03-23,12,10.8,6,1.2
"226","menhaden",49,7620,1980,"SPRING",33.783333,-77.983333,1980-03-23,12,10.8,6,1.2
"227","menhaden",49,7620,1980,"SPRING",33.783333,-77.983333,1980-03-23,12,10.8,6,1.2
"228","menhaden",49,7620,1980,"SPRING",33.783333,-77.983333,1980-03-23,12,10.8,6,1.2
"229","menhaden",50,7620,1980,"SPRING",33.883333,-78.35,1980-03-23,11,10.8,24,2.5
"230","menhaden",50,7620,1980,"SPRING",33.883333,-78.35,1980-03-23,11,10.8,24,2.5
"231","menhaden",50,7620,1980,"SPRING",33.883333,-78.35,1980-03-23,11,10.8,24,2.5
"232","menhaden",51,7630,1980,"SPRING",33.733333,-78.116667,1980-03-23,16,11.4,2,0.4
"233","menhaden",52,7640,1980,"SPRING",33.45,-78,1980-03-23,26,14.4,1,0.1
"234","menhaden",71,7530,1980,"SPRING",34.666667,-76.45,1980-03-25,12,13,3,0.3
"235","menhaden",71,7530,1980,"SPRING",34.666667,-76.45,1980-03-25,12,13,3,0.3
"236","menhaden",80,7510,1980,"SPRING",35.133333,-75.716667,1980-03-25,18,13.8,1,0.3
"237","menhaden",82,7500,1980,"SPRING",35.2,-75.55,1980-03-25,11,13.6,2,0.5
"238","menhaden",82,7500,1980,"SPRING",35.2,-75.55,1980-03-25,11,13.6,2,0.5
"239","menhaden",83,3430,1980,"SPRING",35.3,-75.416667,1980-03-25,19,10.8,1,0.2
"240","menhaden",84,3420,1980,"SPRING",35.5,-75.45,1980-03-26,11,7,1,0
"241","menhaden",85,3440,1980,"SPRING",35.6,-75.333333,1980-03-26,32,6.9,5,0.5
"242","menhaden",85,3440,1980,"SPRING",35.6,-75.333333,1980-03-26,32,6.9,5,0.5
"243","menhaden",85,3440,1980,"SPRING",35.6,-75.333333,1980-03-26,32,6.9,5,0.5
"244","menhaden",85,3440,1980,"SPRING",35.6,-75.333333,1980-03-26,32,6.9,5,0.5
"245","menhaden",87,3430,1980,"SPRING",35.783333,-75.483333,1980-03-26,23,6.7,2,0.4
"246","menhaden",87,3430,1980,"SPRING",35.783333,-75.483333,1980-03-26,23,6.7,2,0.4
"247","menhaden",88,1610,1980,"SPRING",35.833333,-75.216667,1980-03-26,30,7.6,1,0.5
"248","menhaden",90,3400,1980,"SPRING",36.083333,-75.65,1980-03-26,18,7.1,2,0.3
"249","menhaden",90,3400,1980,"SPRING",36.083333,-75.65,1980-03-26,18,7.1,2,0.3
"250","menhaden",93,3400,1980,"SPRING",36.466667,-75.783333,1980-03-26,18,6.6,1,0.2
"251","menhaden",83,3420,1980,"FALL",35.366667,-75.466667,1980-09-25,14,25.4,4,0.4
"252","menhaden",83,3420,1980,"FALL",35.366667,-75.466667,1980-09-25,14,25.4,4,0.4
"253","menhaden",94,3370,1980,"FALL",36.85,-75.9,1980-09-27,13,24,5,0.5
"254","menhaden",134,3260,1980,"FALL",38.633333,-74.916667,1980-09-30,18,19.4,6,1.1
"255","menhaden",134,3260,1980,"FALL",38.633333,-74.916667,1980-09-30,18,19.4,6,1.1
"256","menhaden",134,3260,1980,"FALL",38.633333,-74.916667,1980-09-30,18,19.4,6,1.1
"257","menhaden",135,3240,1980,"FALL",38.683333,-75.05,1980-09-30,11,20.6,1,0.1
"258","menhaden",9,1610,1981,"SPRING",36.016667,-75.183333,1981-03-20,33,5.9,21,1.3
"259","menhaden",9,1610,1981,"SPRING",36.016667,-75.183333,1981-03-20,33,5.9,21,1.3
"260","menhaden",9,1610,1981,"SPRING",36.016667,-75.183333,1981-03-20,33,5.9,21,1.3
"261","menhaden",9,1610,1981,"SPRING",36.016667,-75.183333,1981-03-20,33,5.9,21,1.3
"262","menhaden",9,1610,1981,"SPRING",36.016667,-75.183333,1981-03-20,33,5.9,21,1.3
"263","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"264","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"265","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"266","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"267","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"268","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"269","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"270","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"271","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"272","menhaden",14,7500,1981,"SPRING",35.183333,-75.516667,1981-03-20,10,11.7,42,0.4
"273","menhaden",17,7510,1981,"SPRING",35.116667,-75.833333,1981-03-21,18,11.5,2,0.2
"274","menhaden",17,7510,1981,"SPRING",35.116667,-75.833333,1981-03-21,18,11.5,2,0.2
"275","menhaden",19,7540,1981,"SPRING",35.033333,-75.966667,1981-03-21,19,11.6,1,0.2
"276","menhaden",20,7530,1981,"SPRING",35.016667,-76.033333,1981-03-21,12,10.4,25,3
