"","x","y","year","month","chl_simple","chl_bilin","jday","chl_shape"
"58",-69,42,"2007","02",0.338480830192566,0.34149471654521,"75637",1.55050459556412
"59",-69,42,"2007","03",0.195933356881142,0.225441692418331,"75665",1.15454420778486
"60",-69,42,"2007","04",0.405768603086472,0.579277615538382,"75696",1.32624952834949
"61",-69,42,"2007","05",1.80849456787109,1.83480950316343,"75726",1.11511986855178
"62",-69,42,"2007","06",0.720345020294189,0.766161801652399,"75757",1.18455526563856
"63",-69,42,"2007","07",0.583940863609314,0.607821065683262,"75787",1.34846078565246
"64",-69,42,"2007","08",0.585755228996277,0.621697149480686,"75818",0.947633606038595
"65",-69,42,"2007","09",0.719244599342346,0.744942989165175,"75849",0.908557219376341
"66",-69,42,"2007","10",1.21972560882568,1.17857921724701,"75879",1.37044267870529
"67",-69,42,"2007","11",0.943512976169586,0.918373975467915,"75910",1.54480147954316
"68",-69,42,"2007","12",0.622376978397369,0.660416821893234,"75940",1.52151215564438
"69",-69,42,"2008","01",0.432788044214249,0.475434648113688,"75971",1.24027501804787
"70",-69,42,"2008","02",0.445354044437408,0.465616929208045,"76002",1.10288020985865
"71",-69,42,"2008","03",0.477629840373993,0.464612296107473,"76031",1.26969515179333
"72",-69,42,"2008","04",2.51806259155273,3.26350612396793,"76062",1.1139947012154
"73",-69,42,"2008","05",1.49766135215759,1.34460216048361,"76092",1.27782425057818
"74",-69,42,"2008","06",0.51518040895462,0.607822591862168,"76123",1.05634364363743
"75",-69,42,"2008","07",0.655233025550842,0.736385825897931,"76153",1.02132641362865
"76",-69,42,"2008","08",0.578959465026855,0.596053472063089,"76184",1.76505913215074
"77",-69,42,"2008","09",0.482205986976624,0.487199000205851,"76215",1.88930619372959
"78",-69,42,"2008","10",0.911344289779663,0.913233745683739,"76245",1.19657278566333
"79",-69,42,"2008","11",1.03323173522949,1.05273812312258,"76276",1.56956276332426
"80",-69,42,"2008","12",0.658793270587921,0.692622063127967,"76306",1.65573158651067
"81",-69,42,"2009","01",0.577976167201996,0.543341545087579,"76337",1.52486631518219
"82",-69,42,"2009","02",0.587385773658752,0.586885021050004,"76368",1.22238119373545
"83",-69,42,"2009","03",0.35576993227005,0.381958902440554,"76396",1.02347771901833
"84",-69,42,"2009","04",3.81192803382874,3.97414793207962,"76427",0.937124555571037
"85",-69,42,"2009","05",1.0130295753479,0.907863886763057,"76457",0.620339449100635
"86",-69,42,"2009","06",0.356572270393372,0.389417780391455,"76488",1.05586233473661
"87",-69,42,"2009","07",0.482842266559601,0.484841121187382,"76518",1.17722509923386
"88",-69,42,"2009","08",0.774008750915527,0.776448771034184,"76549",1.21940275207598
"89",-69,42,"2009","09",0.569944083690643,0.606417746444603,"76580",0.897950004851609
"90",-69,42,"2009","10",1.09494233131409,1.06254767574877,"76610",1.25601040794138
"91",-69,42,"2009","11",1.21785616874695,1.31987268554774,"76641",1.4359614704436
"92",-69,42,"2009","12",0.622155666351318,0.610071975470595,"76671",1.60192902841989
"93",-69,42,"2010","01",0.499682724475861,0.568400156710233,"76702",1.59831699450114
"94",-69,42,"2010","02",0.528436183929443,0.456907069731577,"76733",1.35314469361863
"95",-69,42,"2010","03",0.29483351111412,0.354214497554283,"76761",0.839229254084721
"96",-69,42,"2010","04",1.85718679428101,1.84179427312013,"76792",1.01343804597855
"97",-69,42,"2010","05",0.791121959686279,0.806018136766556,"76822",0.814081268178092
"98",-69,42,"2010","06",0.435415118932724,0.434223402028813,"76853",0.82070040981672
"99",-69,42,"2010","07",0.727931022644043,0.760978387327039,"76883",1.16151200818737
"100",-69,42,"2010","08",0.796082437038422,0.818503471234729,"76914",1.32743034455163
"101",-69,42,"2010","09",0.880694925785065,0.825050193630046,"76945",0.799505782841939
"102",-69,42,"2010","10",0.785605072975159,0.822385293728547,"76975",1.45015360109987
"103",-69,42,"2010","11",1.19539046287537,1.33537784935553,"77006",2.23380641944227
"104",-69,42,"2010","12",0.957211136817932,1.07905994640409,"77036",2.27042371087215
"105",-69,42,"2011","01",NA,NA,"77067",2.40991222788716
"106",-69,42,"2011","02",0.662392318248749,0.756070539798393,"77098",1.20071051884116
"107",-69,42,"2011","03",0.691879093647003,0.648024697305088,"77126",0.822504289578973
"108",-69,42,"2011","04",1.27545404434204,1.33100222308928,"77157",1.04441571893061
"109",-69,42,"2011","05",0.403656423091888,0.604899019907105,"77187",0.7549775452816
"110",-69,42,"2011","06",0.57439923286438,0.612672345389055,"77218",0.704489417940552
"111",-69,42,"2011","07",0.488213956356049,0.527618308697381,"77248",0.674192767829923
"112",-69,42,"2011","08",0.425042152404785,0.424102191101278,"77279",1.57334169405594
"113",-69,42,"2011","09",0.480285614728928,0.461570436248331,"77310",1.58213642866988
"114",-69,42,"2011","10",1.30844509601593,1.279744890043,"77340",1.42433128963437
"115",-69,42,"2011","11",1.25590455532074,1.22787814402475,"77371",2.15487676684619
"116",-69,42,"2011","12",1.70593416690826,1.74571288215221,"77401",2.13872352225042
"117",-69,42,"2012","01",1.15315067768097,1.14040192531155,"77432",2.22540695346587
"118",-69,42,"2012","02",0.620096802711487,0.590315397730763,"77463",1.83030362784514
"119",-69,42,"2012","03",5.87829446792603,4.39278282269143,"77492",1.41394436429119
"120",-69,42,"2012","04",3.29811763763428,2.78881898499024,"77523",1.19705944904807
"121",-69,42,"2012","05",0.537708342075348,0.634938617155141,"77553",0.953860652377034
"122",-69,42,"2012","06",0.753839671611786,0.758619970068864,"77584",1.18613822923766
"123",-69,42,"2012","07",0.67771703004837,0.661069564798258,"77614",1.18698695458864
"124",-69,42,"2012","08",0.635325014591217,0.667208155529171,"77645",0.893440548111411
"125",-69,42,"2012","09",0.672768235206604,0.622241809979148,"77676",0.753151856319249
"126",-69,42,"2012","10",1.35173511505127,1.30117101938293,"77706",1.02342256290071
"127",-69,42,"2012","11",2.67484402656555,2.28062589190224,"77737",1.37529170495725
"128",-69,42,"2012","12",2.43279123306274,2.13490730549212,"77767",1.56882671044584
"129",-69,42,"2013","01",1.32380330562592,1.20788286673944,"77798",1.1332089545434
"130",-69,42,"2013","02",0.555248320102692,0.541973675850621,"77829",1.05517254235113
"131",-69,42,"2013","03",0.310844361782074,0.358871869674009,"77857",1.02852497358768
"132",-69,42,"2013","04",0.369488298892975,0.531993686955262,"77888",1.51782626474605
"133",-69,42,"2013","05",0.76324599981308,0.667932946988681,"77918",1.32481214874669
"134",-69,42,"2013","06",0.429130166769028,0.476842048749559,"77949",1.38313981298118
"135",-69,42,"2013","07",0.43661966919899,0.473762461123325,"77979",1.17505860938663
"136",-69,42,"2013","08",0.41864013671875,0.410694611103678,"78010",0.935301835163992
"137",-69,42,"2013","09",0.487493544816971,0.583040641008107,"78041",0.686913035417858
"138",-69,42,"2013","10",0.543786466121674,0.538150760816156,"78071",0.938940336655455
"139",-69,42,"2013","11",1.08504498004913,1.0469567907253,"78102",1.30856966832925
"140",-69,42,"2013","12",NA,0.863414946125408,"78132",1.32764663699775
"141",-69,42,"2014","01",0.653167963027954,0.614344633144141,"78163",1.28785073495748
"142",-69,42,"2014","02",0.414300918579102,0.485150828996481,"78194",1.07528063219193
"143",-69,42,"2014","03",0.470060914754868,0.455466188860149,"78222",1.2114773845812
"144",-69,42,"2014","04",1.39766955375671,1.33893582982928,"78253",1.19818261579463
"145",-69,42,"2014","05",1.0198096036911,1.0981720961527,"78283",0.94964114092944
"146",-69,42,"2014","06",0.462326318025589,0.480002511911706,"78314",0.88817078058134
"147",-69,42,"2014","07",0.706670224666595,0.653434883483518,"78344",0.777408791128655
"148",-69,42,"2014","08",0.336938858032227,0.334250842353379,"78375",0.496966863292105
"149",-69,42,"2014","09",0.208735674619675,0.223674638978635,"78406",0.630942770699311
"150",-69,42,"2014","10",0.858287274837494,0.802569102568513,"78436",0.9212426666105
"151",-69,42,"2014","11",0.8143031001091,0.822897290746945,"78467",1.38621032412289
"152",-69,42,"2014","12",0.892427086830139,0.870952575542565,"78497",1.47467977418537
"153",-69,42,"2015","01",0.604904413223267,0.655888323641241,"78528",1.28509664648806
"154",-69,42,"2015","02",0.0704207271337509,0.133251606003396,"78559",1.0146276337259
"155",-69,42,"2015","03",0.316836982965469,0.256499228433525,"78587",1.21284279131401
"156",-69,42,"2015","04",0.593565344810486,0.616250489379404,"78618",1.29555723907655
"157",-69,42,"2015","05",0.694830477237701,0.578036107953731,"78648",0.899905989741721
"158",-69,42,"2015","06",0.463398426771164,0.44320433207196,"78679",0.843933844426919
"159",-69,42,"2015","07",0.451097041368484,0.602387170043305,"78709",0.881557249142761
"160",-69,42,"2015","08",0.393764495849609,0.429513982846145,"78740",1.55113221225683
"161",-69,42,"2015","09",0.29362627863884,0.381547382666163,"78771",1.54869195095628
"162",-69,42,"2015","10",0.776499032974243,0.843217645082243,"78801",0.993586136757979
"163",-69,42,"2015","11",0.408321708440781,0.509792851443954,"78832",0.89200302052219
"164",-69,42,"2015","12",0.705197215080261,0.779975739865151,"78862",0.942141191478361
"165",-69,42,"2016","01",0.674246072769165,0.727681235191525,"78893",0.920353736532362
"166",-69,42,"2016","02",0.556201159954071,0.546744377432947,"78924",0.866725109822569
"167",-69,42,"2016","03",0.486567199230194,0.462390199661412,"78953",0.849681345680181
"168",-69,42,"2016","04",1.47447395324707,1.33619016515208,"78984",0.961417244191755
"169",-69,42,"2016","05",0.998645126819611,1.0443356013637,"79014",0.965114937539686
"170",-69,42,"2016","06",0.398087561130524,0.395138586387232,"79045",0.837210000955571
"171",-69,42,"2016","07",0.447774112224579,0.430490950629585,"79075",0.938073637279851
"172",-69,42,"2016","08",0.443418204784393,0.413050037069758,"79106",1.27292935916206
"173",-69,42,"2016","09",0.68187415599823,0.678506200820628,"79137",0.802550864411376
"174",-69,42,"2016","10",0.715678095817566,0.781356103010196,"79167",0.903232289162296
"175",-69,42,"2016","11",1.30450546741486,1.29786453468387,"79198",0.962809414548032
"176",-69,42,"2016","12",0.495602250099182,0.579383972684185,"79228",0.890136005072033
"177",-69,42,"2017","01",0.263880580663681,0.44944538961687,"79259",1.07379530396687
"178",-69,42,"2017","02",0.471405982971191,0.537353592073916,"79290",0.989262933445256
"179",-69,42,"2017","03",0.207633003592491,0.372787193918218,"79318",1.03486725112848
"180",-69,42,"2017","04",1.73138904571533,1.58487807587612,"79349",1.02109765396481
"181",-69,42,"2017","05",0.75309956073761,0.921769685380091,"79379",1.00236927556713
